MDMAUD,AGE,SESNEI,UCITY,TIMEDIFF,NUMCHLD,INCOME,WEALTH1,HIT,RAMNTALL,LASTDATE,CONTROLN
XXXX,86.0,2,U,30,,,,0,495.0,9511,5323
XXXX,,1,C,18,,4.0,9.0,11,28.0,9602,40475
XXXX,,2,R,30,,,,0,71.0,9505,81444
XXXX,,2,T,30,,,,0,116.0,9510,21823
XXXX,78.0,2,C,30,,2.0,6.0,4,173.0,9511,97500
XXXX,,3,R,30,,,,0,141.0,9512,112100
XXXX,60.0,2,R,18,,4.0,4.0,0,31.0,9603,54917
XXXX,,2,T,30,,2.0,3.0,5,120.0,9510,168809
XXXX,65.0,2,C,30,,5.0,5.0,5,147.0,9512,18860
XXXX,76.0,1,S,30,,7.0,9.0,11,201.0,9512,166362
XXXX,64.0,2,T,30,,,,0,500.0,9508,169518
XXXX,50.0,2,R,30,,1.0,7.0,0,25.0,9509,79433
XXXX,,2,R,30,,,,0,25.0,9506,28948
XXXX,50.0,2,S,30,,3.0,5.0,0,53.0,9505,180245
XXXX,80.0,1,C,30,,4.0,,0,93.22,9512,153811
XXXX,49.0,1,S,30,,7.0,9.0,3,64.0,9512,100772
XXXX,79.0,3,C,30,,2.0,2.0,10,50.0,9504,75817
XXXX,52.0,1,S,30,,,,0,110.0,9512,170924
XXXX,84.0,3,T,18,,3.0,,0,32.0,9602,52219
XXXX,54.0,1,S,30,,7.0,9.0,6,105.0,9510,148530
XXXX,77.0,1,S,18,,4.0,9.0,5,101.0,9603,89473
XXXX,,4,U,18,,,,0,24.0,9603,59914
XXXX,68.0,2,C,30,,1.0,6.0,5,30.0,9507,40219
XXXX,46.0,2,S,18,,,,0,57.0,9601,45329
XXXX,58.0,2,R,18,,4.0,,0,200.0,9603,122570
XXXX,67.0,4,U,30,,1.0,,0,64.0,9512,135648
XXXX,52.0,1,T,30,,4.0,9.0,0,165.0,9512,59479
XXXX,78.0,2,R,30,,3.0,,0,24.0,9512,55657
XXXX,,1,U,30,,,,0,25.0,9509,179677
XXXX,,2,R,30,,2.0,,0,173.0,9504,87189
XXXX,62.0,2,S,30,,2.0,6.0,1,55.0,9509,104636
XXXX,30.0,3,C,30,,3.0,0.0,1,39.0,9512,138022
XXXX,,2,U,30,,1.0,1.0,1,25.0,9503,156448
XXXX,77.0,2,C,18,1.0,4.0,,0,64.0,9601,41862
XXXX,82.0,3,R,30,,3.0,1.0,3,45.0,9509,126012
XXXX,44.0,1,T,30,1.0,5.0,9.0,0,25.0,9512,16818
XXXX,51.0,1,S,30,,6.0,,0,55.0,9508,189837
XXXX,52.0,2,S,18,,1.0,5.0,21,178.0,9601,32305
XXXX,62.0,2,S,30,,3.0,7.0,7,41.0,9512,127453
XXXX,28.0,3,U,30,,5.0,,0,45.0,9510,128770
XXXX,38.0,1,U,30,,7.0,7.0,1,30.0,9512,145840
XXXX,,1,R,30,,2.0,2.0,11,92.0,9505,159663
XXXX,50.0,2,C,5,,5.0,,0,45.0,9701,188758
XXXX,79.0,2,C,18,,3.0,7.0,8,220.0,9601,106717
XXXX,69.0,2,R,18,,1.0,,0,95.0,9602,79787
XXXX,71.0,2,T,5,,3.0,4.0,0,138.0,9701,8323
XXXX,,2,R,30,,,,0,185.0,9511,63866
XXXX,68.0,2,S,30,1.0,2.0,,0,52.0,9510,190487
XXXX,48.0,1,C,18,,5.0,7.0,5,81.0,9601,64189
XXXX,78.0,1,S,30,,,,0,340.0,9508,70242
XXXX,47.0,3,R,18,,,,0,15.0,9601,50660
XXXX,63.0,3,T,30,,4.0,3.0,1,188.0,9508,51890
XXXX,82.0,2,S,30,,1.0,8.0,1,82.0,9506,108592
XXXX,61.0,1,C,30,,7.0,9.0,7,166.0,9512,35052
XXXX,32.0,1,S,30,1.0,2.0,9.0,3,57.0,9509,57427
XXXX,60.0,2,S,18,,3.0,,0,15.0,9601,88058
XXXX,61.0,1,S,18,,7.0,8.0,5,599.0,9601,164482
XXXX,,2,T,30,,,,0,50.0,9511,39583
XXXX,60.0,2,T,18,3.0,5.0,,0,108.0,9601,77968
XXXX,65.0,3,C,30,2.0,1.0,2.0,10,82.0,9512,119391
XXXX,46.0,2,S,18,3.0,7.0,8.0,4,50.0,9601,62380
XXXX,,2,S,30,,,,0,20.0,9512,141982
XXXX,39.0,2,U,30,1.0,4.0,4.0,3,20.0,9511,172248
XXXX,60.0,2,S,30,,5.0,6.0,1,194.0,9511,176139
XXXX,82.0,1,C,30,,,,0,60.0,9511,109191
XXXX,81.0,1,S,30,,7.0,9.0,22,29.0,9512,37865
XXXX,52.0,3,R,30,,,,0,182.0,9506,46417
XXXX,68.0,2,S,18,,4.0,6.0,20,85.0,9602,83834
XXXX,89.0,2,T,30,,1.0,1.0,48,154.0,9510,172726
XXXX,68.0,2,S,18,,6.0,7.0,16,30.0,9601,153005
XXXX,60.0,2,T,18,1.0,3.0,5.0,17,76.0,9603,140571
XXXX,71.0,2,T,18,,2.0,,0,84.0,9602,183741
XXXX,96.0,2,S,30,,5.0,7.0,0,146.0,9511,158544
XXXX,,2,R,30,,3.0,3.0,0,25.0,9509,15201
XXXX,82.0,3,C,30,,2.0,0.0,18,45.0,9506,121078
XXXX,34.0,1,S,30,1.0,6.0,,0,73.0,9506,155566
XXXX,50.0,3,T,18,,2.0,1.0,19,87.0,9602,71299
XXXX,51.0,1,T,30,,,,0,202.0,9506,43147
XXXX,83.0,4,U,30,,2.0,1.0,4,87.0,9512,94527
XXXX,,3,R,30,,6.0,2.0,0,60.0,9509,48897
XXXX,32.0,3,S,18,,4.0,,0,39.0,9603,116817
XXXX,88.0,2,T,30,,2.0,4.0,0,92.0,9512,61125
XXXX,84.0,3,T,30,,1.0,0.0,21,53.0,9512,44697
XXXX,70.0,1,T,30,,5.0,7.0,17,83.0,9511,24564
XXXX,75.0,2,C,30,,1.0,,0,45.0,9512,41831
XXXX,,3,R,30,,1.0,1.0,0,25.0,9506,125395
XXXX,79.0,1,C,30,,1.0,3.0,28,93.0,9512,152232
XXXX,66.0,1,T,30,,7.0,9.0,0,25.0,9512,77129
XXXX,50.0,1,C,30,1.0,3.0,8.0,6,20.0,9512,24973
XXXX,70.0,2,C,18,,,,0,146.0,9603,47870
XXXX,50.0,2,C,18,,4.0,,0,37.0,9601,137977
XXXX,45.0,1,U,30,,7.0,9.0,1,15.0,9510,92968
XXXX,50.0,3,C,30,,4.0,,0,20.0,9510,36941
XXXX,58.0,1,S,30,,7.0,9.0,3,153.0,9512,178391
XXXX,,,,18,,,,0,302.0,9602,26957
XXXX,84.0,1,S,30,,,,0,141.0,9504,147367
XXXX,54.0,2,R,18,,5.0,,0,151.0,9602,182632
XXXX,44.0,3,R,18,1.0,6.0,4.0,13,87.0,9602,16167
XXXX,,,,30,,1.0,1.0,0,93.0,9511,116970
XXXX,,2,T,18,,,,0,144.0,9601,7257
XXXX,74.0,3,C,18,,2.0,0.0,1,29.0,9601,20004
XXXX,67.0,2,T,18,,3.0,6.0,2,55.0,9603,180819
XXXX,50.0,2,U,30,,,,0,76.0,9510,165634
XXXX,51.0,1,S,30,,4.0,,0,177.0,9506,157911
XXXX,57.0,2,T,18,,4.0,,0,128.0,9602,24274
XXXX,,2,C,18,,,,0,26.0,9601,28824
XXXX,72.0,2,C,30,,3.0,5.0,2,130.0,9504,158693
XXXX,80.0,1,C,30,,5.0,7.0,2,60.0,9506,119363
XXXX,,,,18,,4.0,,0,20.0,9602,191320
XXXX,,4,U,30,,,,0,182.0,9505,173427
XXXX,43.0,2,R,30,2.0,6.0,7.0,0,55.0,9512,15871
XXXX,74.0,2,S,30,,,,0,220.0,9508,45310
XXXX,82.0,3,C,30,,1.0,2.0,13,163.0,9509,106769
XXXX,36.0,1,T,18,1.0,5.0,,0,39.0,9602,78139
XXXX,,3,U,18,,,,0,305.0,9601,151474
XXXX,72.0,2,T,30,,3.0,5.0,21,101.0,9505,96139
XXXX,76.0,2,U,18,,,,0,144.0,9601,41314
XXXX,53.0,2,R,18,2.0,5.0,,0,155.0,9602,54412
XXXX,71.0,2,T,30,,2.0,6.0,2,68.0,9509,12889
XXXX,89.0,3,U,18,,,,0,200.0,9601,73586
XXXX,58.0,1,R,18,,2.0,8.0,10,92.75,9601,133222
XXXX,67.0,1,C,30,,4.0,8.0,9,77.0,9504,122432
XXXX,73.0,1,U,30,,,,0,75.0,9512,168256
XXXX,37.0,,,30,1.0,6.0,8.0,0,20.0,9509,50132
XXXX,66.0,1,C,30,,5.0,7.0,2,105.0,9510,6787
XXXX,85.0,2,C,30,,1.0,5.0,1,68.0,9511,78670
XXXX,76.0,2,C,18,,4.0,,0,114.0,9602,114596
XXXX,87.0,2,S,30,,1.0,6.0,25,47.0,9512,34610
XXXX,72.0,,,30,,4.0,7.0,0,45.0,9512,134945
XXXX,72.0,2,R,30,,5.0,8.0,1,70.0,9512,55903
XXXX,39.0,2,R,18,,5.0,,0,40.0,9601,64980
XXXX,,2,S,30,,,,0,82.0,9511,106748
XXXX,97.0,1,T,18,,5.0,6.0,50,280.0,9612,8694
XXXX,68.0,2,C,30,,4.0,,0,48.0,9512,43566
XXXX,,3,R,18,,2.0,,0,20.0,9602,51984
XXXX,83.0,1,S,30,,6.0,7.0,13,50.0,9504,89681
XXXX,48.0,1,S,30,1.0,2.0,8.0,1,30.0,9512,100504
XXXX,75.0,2,C,30,,,,0,189.0,9512,71470
XXXX,49.0,1,T,30,,7.0,7.0,1,26.0,9509,149243
XXXX,40.0,1,U,30,2.0,6.0,5.0,0,272.0,9511,167172
XXXX,86.0,1,T,18,,7.0,,0,54.0,9601,116190
XXXX,79.0,3,T,30,,2.0,,0,160.0,9509,115677
XXXX,69.0,2,R,18,,5.0,,0,63.0,9602,133280
XXXX,50.0,3,S,30,,1.0,5.0,2,42.0,9512,39936
XXXX,,2,T,30,,,,0,92.0,9512,26155
XXXX,56.0,2,T,18,,6.0,7.0,16,25.0,9603,50277
XXXX,73.0,3,C,30,,,,0,27.0,9512,25762
XXXX,,2,S,30,,,,0,73.0,9504,78384
XXXX,,1,U,30,,,,0,169.0,9505,144723
XXXX,33.0,2,T,18,,,,0,110.0,9602,154103
XXXX,64.0,2,T,30,,2.0,1.0,2,195.0,9508,122872
XXXX,46.0,2,T,30,,,,0,63.0,9511,81226
XXXX,74.0,1,U,18,,2.0,6.0,4,81.0,9603,153498
XXXX,51.0,2,T,18,1.0,7.0,4.0,18,84.0,9601,79948
L2CM,80.0,2,U,18,,2.0,,0,5275.0,9612,185079
XXXX,28.0,,,30,,7.0,8.0,4,78.0,9503,1573
XXXX,44.0,3,R,30,,6.0,,0,20.0,9509,58125
XXXX,71.0,3,C,18,5.0,4.0,4.0,3,23.0,9601,29807
XXXX,55.0,2,S,18,,5.0,8.0,4,42.0,9601,90447
XXXX,,2,S,30,,4.0,8.0,0,35.0,9512,113583
XXXX,78.0,1,C,30,,2.0,6.0,0,35.0,9512,154429
XXXX,49.0,1,S,30,2.0,7.0,9.0,4,37.0,9509,89106
XXXX,70.0,3,T,18,,6.0,3.0,0,79.0,9601,123577
XXXX,36.0,1,U,18,,6.0,,0,58.0,9602,168254
XXXX,62.0,3,R,30,,2.0,,0,118.0,9511,52425
XXXX,71.0,3,C,30,,,,0,290.0,9512,61676
XXXX,,4,U,18,,,,0,55.0,9601,187602
XXXX,61.0,1,C,18,,,,0,80.0,9602,189774
XXXX,,2,U,18,,,,0,131.0,9603,3541
XXXX,80.0,2,C,30,,5.0,5.0,2,90.0,9504,20330
XXXX,,2,T,18,,5.0,9.0,1,99.0,9603,64151
XXXX,86.0,2,C,18,,,,0,79.0,9601,119290
XXXX,48.0,2,R,30,,5.0,,0,30.0,9512,123189
XXXX,67.0,3,T,18,,2.0,5.0,4,138.0,9603,56947
XXXX,55.0,2,R,30,1.0,6.0,7.0,20,60.0,9509,59710
XXXX,79.0,2,R,30,,2.0,,0,148.0,9507,124971
XXXX,,3,C,18,,,,0,20.0,9601,47123
XXXX,70.0,3,C,30,1.0,2.0,,0,222.0,9511,23466
XXXX,,1,T,30,,,,0,25.0,9507,29644
XXXX,,1,T,18,,,,0,114.0,9602,69474
XXXX,45.0,2,S,30,,,,0,20.0,9506,60281
XXXX,,1,S,30,,,,0,20.0,9507,168630
XXXX,55.0,2,R,30,,5.0,6.0,1,65.0,9512,73070
I2CM,80.0,,,18,,4.0,5.0,0,1320.0,9605,185360
XXXX,,2,C,30,,1.0,3.0,4,85.0,9512,127852
XXXX,82.0,1,C,18,,6.0,8.0,12,56.0,9601,98740
XXXX,39.0,,,30,,,,0,434.0,9512,6633
XXXX,,2,S,18,,,,0,61.0,9602,145629
XXXX,74.0,1,R,30,,1.0,4.0,0,80.0,9507,168971
XXXX,74.0,2,R,30,,1.0,5.0,0,30.0,9509,80283
XXXX,52.0,2,R,30,,1.0,,0,30.0,9509,122552
XXXX,74.0,2,S,30,,4.0,,0,50.0,9512,166645
XXXX,,2,C,30,,1.0,6.0,4,95.0,9509,152734
XXXX,70.0,2,C,30,,,,0,101.0,9511,46097
XXXX,82.0,2,T,30,,4.0,1.0,15,86.0,9512,169653
XXXX,80.0,1,C,30,1.0,3.0,7.0,3,45.0,9510,41708
XXXX,,2,C,18,,,,0,224.0,9610,6822
XXXX,86.0,1,S,30,,5.0,,0,86.0,9511,89896
XXXX,60.0,2,R,30,,4.0,,0,35.0,9511,161131
XXXX,84.0,2,C,30,,4.0,,0,96.0,9511,43976
XXXX,80.0,2,T,5,,,,0,154.0,9701,13115
XXXX,,1,C,30,,4.0,7.0,0,15.0,9506,56800
XXXX,56.0,2,C,18,,4.0,,0,108.0,9601,155618
XXXX,96.0,2,C,30,,,,0,58.0,9512,136677
XXXX,65.0,2,U,30,,5.0,7.0,4,64.0,9508,37133
XXXX,60.0,1,T,30,,4.0,,0,411.0,9507,77169
XXXX,70.0,1,C,30,,4.0,7.0,1,261.0,9509,32560
XXXX,74.0,1,U,30,1.0,5.0,,0,30.0,9512,68378
XXXX,69.0,2,R,30,,1.0,6.0,6,66.0,9512,58103
XXXX,92.0,3,T,30,,1.0,2.0,10,71.0,9512,101695
XXXX,36.0,2,R,18,2.0,5.0,,0,78.0,9602,104296
XXXX,48.0,2,S,18,1.0,2.0,,0,26.0,9603,53318
XXXX,64.0,1,T,18,,4.0,7.0,9,51.0,9603,126261
XXXX,,1,U,30,,,,0,54.0,9512,156450
XXXX,34.0,1,S,30,,7.0,9.0,1,288.0,9504,19493
XXXX,77.0,2,S,30,,2.0,5.0,7,34.0,9504,68487
XXXX,72.0,2,T,30,,5.0,7.0,2,30.0,9506,154583
XXXX,86.0,2,R,30,,1.0,,0,185.0,9512,11049
XXXX,76.0,3,R,30,,1.0,3.0,1,146.0,9505,71197
XXXX,49.0,2,T,30,,,,0,134.0,9504,57722
XXXX,56.0,2,C,30,,5.0,6.0,0,49.0,9509,41855
XXXX,54.0,2,T,30,,4.0,5.0,0,35.0,9510,132784
XXXX,82.0,3,C,30,,2.0,1.0,1,667.0,9512,7055
XXXX,,1,U,30,,,,0,20.0,9512,144318
XXXX,,3,U,30,,3.0,3.0,3,42.0,9512,139710
XXXX,49.0,2,S,18,,4.0,7.0,13,50.0,9601,78719
XXXX,,1,S,30,,,,0,127.0,9505,188150
XXXX,67.0,1,T,30,,7.0,8.0,0,25.0,9510,18413
XXXX,84.0,2,T,18,,1.0,1.0,19,79.0,9601,53842
XXXX,,2,T,18,,2.0,2.0,0,45.0,9602,181442
XXXX,74.0,1,T,18,,3.0,6.0,3,20.0,9603,142227
XXXX,77.0,2,S,30,,,,0,116.0,9509,190443
XXXX,,3,S,18,,3.0,8.0,0,97.0,9602,41362
XXXX,,2,S,18,,6.0,5.0,11,36.0,9603,164825
XXXX,51.0,2,T,30,,,,0,169.0,9508,64487
XXXX,56.0,2,C,18,,,,0,33.0,9602,140825
XXXX,,4,U,18,,,,0,115.0,9602,37920
XXXX,66.0,2,S,18,,5.0,,0,45.0,9601,49847
XXXX,46.0,1,S,30,,4.0,8.0,0,25.0,9504,36592
XXXX,,4,U,18,,,,0,25.0,9601,136992
XXXX,55.0,1,T,18,,2.0,7.0,2,137.25,9601,40875
XXXX,,2,T,18,,2.0,,0,221.0,9603,570
XXXX,78.0,1,S,30,,2.0,8.0,9,53.0,9509,129056
XXXX,,2,C,18,,,,0,90.0,9603,132309
XXXX,37.0,2,S,30,1.0,5.0,4.0,1,35.0,9509,99513
XXXX,36.0,2,R,18,4.0,4.0,5.0,4,32.0,9603,120819
XXXX,72.0,2,S,30,1.0,2.0,2.0,8,137.0,9512,169307
XXXX,78.0,2,S,30,,2.0,8.0,10,144.0,9507,23492
XXXX,76.0,3,C,18,,1.0,5.0,17,83.0,9602,78060
XXXX,,3,T,30,,,,0,180.0,9512,52180
XXXX,,3,C,18,1.0,3.0,,0,50.0,9601,124092
XXXX,46.0,2,C,30,,5.0,7.0,1,35.0,9511,42607
XXXX,,2,C,30,,2.0,7.0,1,142.0,9512,100865
XXXX,52.0,1,C,30,,2.0,8.0,1,65.0,9512,110116
XXXX,82.0,2,T,30,,1.0,,0,296.0,9512,72777
XXXX,59.0,1,T,18,,,,0,85.0,9601,131150
XXXX,78.0,1,S,30,,5.0,8.0,18,80.0,9510,110247
XXXX,94.0,2,R,30,,4.0,6.0,2,146.0,9509,180832
XXXX,72.0,2,T,30,,2.0,,0,92.0,9512,118145
XXXX,71.0,2,S,30,,3.0,6.0,2,153.0,9510,7361
XXXX,44.0,2,R,30,,5.0,,0,57.0,9512,87700
XXXX,80.0,2,R,30,,1.0,,0,129.0,9512,111029
XXXX,81.0,4,U,30,,4.0,9.0,2,147.0,9512,60650
XXXX,67.0,1,U,18,,6.0,,0,132.0,9601,144276
XXXX,,2,C,30,,,,0,20.0,9510,164073
XXXX,,2,T,18,,,,0,32.0,9603,111148
XXXX,71.0,1,U,30,1.0,4.0,8.0,22,73.0,9510,121312
XXXX,,2,R,18,,4.0,0.0,0,366.0,9611,10177
XXXX,80.0,2,T,4,,2.0,,0,299.0,9702,189070
XXXX,53.0,3,C,30,,5.0,2.0,2,20.0,9510,134729
XXXX,,2,C,30,,,,0,31.0,9509,123428
XXXX,,1,U,18,,5.0,,0,260.0,9603,6118
XXXX,67.0,2,T,30,,2.0,5.0,1,45.0,9512,107700
XXXX,,2,S,30,,,,0,20.0,9510,83847
XXXX,88.0,1,S,18,,1.0,8.0,4,407.0,9611,13128
XXXX,27.0,2,C,30,2.0,4.0,3.0,3,87.0,9512,64099
XXXX,53.0,2,U,18,3.0,5.0,5.0,2,40.0,9601,37840
XXXX,54.0,3,R,18,,7.0,,0,44.0,9602,54994
XXXX,42.0,3,R,30,,2.0,2.0,0,25.0,9512,85175
XXXX,75.0,1,R,30,3.0,6.0,9.0,4,35.0,9510,176339
XXXX,,3,C,30,,,,0,32.0,9511,121230
XXXX,76.0,2,R,18,,2.0,,0,142.0,9601,79865
XXXX,,1,S,30,,,,0,40.0,9504,115596
XXXX,,2,R,30,,1.0,2.0,0,41.0,9505,11621
XXXX,76.0,2,T,30,,5.0,7.0,24,216.0,9512,25112
XXXX,80.0,1,R,30,,3.0,5.0,2,150.0,9510,80355
XXXX,54.0,1,T,30,,7.0,,0,95.0,9511,130809
XXXX,,,,30,,,,0,76.0,9512,54340
XXXX,70.0,2,C,18,,1.0,3.0,3,23.32,9602,113698
XXXX,78.0,2,T,30,,5.0,6.0,3,51.0,9507,112351
XXXX,50.0,1,C,18,,2.0,4.0,5,20.0,9601,160253
XXXX,54.0,1,S,30,,7.0,,0,95.0,9506,42040
XXXX,57.0,1,S,18,,3.0,9.0,2,179.0,9601,78615
XXXX,,1,C,30,,,,0,134.0,9505,20515
XXXX,,1,C,30,,,,0,140.5,9512,152223
XXXX,,2,R,30,,,,0,87.0,9510,90738
XXXX,,1,C,30,,3.0,4.0,2,15.0,9509,161647
XXXX,83.0,3,T,30,,1.0,2.0,2,122.0,9512,177705
XXXX,50.0,2,S,30,,4.0,2.0,2,88.0,9512,174105
XXXX,56.0,2,C,18,,2.0,3.0,12,42.41,9603,112651
XXXX,79.0,1,S,18,,3.0,9.0,1,34.0,9603,19463
XXXX,50.0,3,S,30,,1.0,,0,110.0,9504,66425
XXXX,,2,S,30,,5.0,8.0,0,25.0,9511,148783
XXXX,72.0,3,U,18,,,,0,90.0,9601,144602
XXXX,46.0,2,C,30,,3.0,1.0,13,77.0,9512,177088
XXXX,82.0,2,R,30,,1.0,3.0,0,304.0,9512,120728
XXXX,77.0,2,C,18,,5.0,5.0,2,201.0,9612,10532
XXXX,72.0,1,S,18,,7.0,9.0,2,295.0,9612,188354
XXXX,48.0,2,S,30,,5.0,6.0,0,235.0,9512,152906
XXXX,76.0,2,T,30,1.0,3.0,2.0,4,42.0,9508,159670
XXXX,72.0,1,S,30,,7.0,9.0,1,67.0,9504,40514
XXXX,24.0,2,S,18,,5.0,6.0,1,230.5,9601,53673
XXXX,91.0,1,S,30,,4.0,8.0,0,264.0,9511,13578
XXXX,43.0,2,S,18,1.0,5.0,5.0,1,119.0,9603,70325
XXXX,,2,R,30,,,,0,55.0,9512,177630
XXXX,69.0,3,T,18,,5.0,2.0,3,202.0,9603,52363
XXXX,72.0,2,U,30,2.0,7.0,8.0,4,213.0,9512,153680
XXXX,,1,S,30,,,,0,174.0,9504,75309
XXXX,,1,S,30,,5.0,8.0,0,32.0,9508,100510
XXXX,53.0,1,S,18,2.0,5.0,9.0,2,15.0,9601,73632
XXXX,,2,C,18,,1.0,4.0,10,203.0,9607,1894
XXXX,73.0,1,C,4,,2.0,6.0,17,133.0,9702,12980
XXXX,66.0,2,U,30,,2.0,8.0,1,838.0,9512,82747
XXXX,52.0,1,T,30,,6.0,8.0,1,67.0,9504,129439
XXXX,74.0,2,C,30,,1.0,,0,40.0,9508,133227
XXXX,36.0,2,S,18,1.0,4.0,,0,61.0,9601,125778
XXXX,,1,C,18,,,,0,20.0,9603,101063
XXXX,82.0,2,S,30,,1.0,7.0,3,84.0,9512,47262
XXXX,,2,C,18,,,,0,97.0,9601,100117
XXXX,75.0,1,U,18,,6.0,9.0,0,54.0,9603,92935
XXXX,81.0,3,U,30,,,,0,137.0,9504,10197
XXXX,82.0,2,S,30,,,,0,75.0,9512,150923
XXXX,,1,S,30,,,,0,234.0,9512,146753
XXXX,81.0,2,U,30,,5.0,4.0,2,38.0,9512,164782
XXXX,,1,R,18,,,,0,26.0,9603,134144
XXXX,,1,S,30,,,,0,49.0,9512,157847
XXXX,,2,T,18,,,,0,75.0,9601,190128
XXXX,,1,T,30,,7.0,7.0,1,40.0,9511,149245
XXXX,70.0,2,S,18,,2.0,7.0,22,18.0,9601,179185
XXXX,90.0,2,S,30,,5.0,,0,93.5,9506,162779
XXXX,39.0,2,U,30,,3.0,7.0,6,65.0,9512,10592
XXXX,42.0,2,U,30,1.0,6.0,0.0,0,55.0,9511,99979
XXXX,45.0,1,S,18,,,,0,186.0,9601,39592
XXXX,84.0,1,S,30,,5.0,9.0,0,138.0,9510,50938
XXXX,80.0,3,R,30,,2.0,,0,20.0,9504,54961
XXXX,67.0,3,C,18,,,,0,133.0,9603,180377
XXXX,59.0,1,C,30,1.0,4.0,9.0,0,298.0,9511,87517
XXXX,80.0,2,S,18,3.0,5.0,8.0,1,88.0,9603,60009
XXXX,39.0,3,C,30,,5.0,,0,65.0,9507,70091
XXXX,90.0,1,S,18,,1.0,9.0,9,87.0,9602,56558
XXXX,,2,T,30,,,,0,25.0,9506,84777
XXXX,87.0,1,C,30,,2.0,8.0,7,77.0,9512,89786
XXXX,,2,C,18,,,,0,68.0,9612,12714
XXXX,84.0,,,30,,1.0,,0,30.0,9509,80567
XXXX,81.0,2,R,18,,3.0,4.0,1,25.0,9602,82278
XXXX,90.0,2,S,18,,1.0,5.0,5,56.0,9603,91336
XXXX,46.0,2,R,30,3.0,5.0,4.0,0,60.0,9509,86793
XXXX,67.0,1,T,18,,2.0,7.0,11,112.0,9602,88534
XXXX,53.0,2,T,18,,5.0,4.0,0,73.0,9603,120251
XXXX,79.0,2,T,30,,,,0,126.0,9512,177793
XXXX,,2,T,30,,3.0,,0,50.0,9511,57059
XXXX,84.0,1,S,30,,7.0,9.0,19,64.0,9505,102272
XXXX,,2,T,18,,,,0,155.0,9602,170967
XXXX,44.0,2,T,18,,2.0,6.0,0,80.0,9603,119010
XXXX,,2,S,30,,3.0,,0,25.0,9503,75215
XXXX,59.0,2,S,18,,,,0,73.99,9601,179027
XXXX,,2,S,18,,6.0,8.0,4,154.0,9603,49855
XXXX,,2,T,30,,1.0,,0,46.0,9504,85811
XXXX,69.0,2,T,30,,5.0,4.0,3,40.0,9512,154493
XXXX,,2,C,18,1.0,4.0,6.0,21,174.0,9603,105184
XXXX,,2,T,30,,,,0,25.0,9511,122457
XXXX,40.0,2,U,18,,6.0,7.0,1,20.0,9601,93939
XXXX,91.0,3,C,18,,,,0,146.0,9602,84509
XXXX,90.0,2,C,30,,2.0,4.0,22,218.0,9512,42717
XXXX,73.0,2,R,18,,,,0,122.0,9601,48104
XXXX,,2,R,18,,,,0,56.0,9602,101144
XXXX,,1,C,30,,,,0,45.0,9511,118005
XXXX,68.0,2,S,30,2.0,4.0,7.0,15,150.0,9512,108542
XXXX,72.0,1,T,18,,7.0,9.0,21,141.0,9601,7396
XXXX,,1,T,18,,3.0,9.0,3,55.0,9603,59509
XXXX,56.0,1,S,30,,7.0,,0,55.0,9509,178168
XXXX,55.0,1,S,18,,5.0,7.0,3,35.0,9602,161945
XXXX,57.0,2,S,30,,2.0,,0,291.5,9506,64677
XXXX,34.0,1,S,18,,7.0,7.0,2,45.0,9603,149216
XXXX,77.0,1,C,30,,1.0,1.0,0,217.0,9512,73369
XXXX,61.0,1,T,30,,5.0,8.0,2,48.0,9507,51362
XXXX,36.0,2,T,18,1.0,2.0,6.0,0,64.0,9603,101977
XXXX,68.0,3,T,18,,2.0,1.0,9,160.0,9609,44722
XXXX,74.0,2,R,18,,6.0,,0,92.0,9602,34495
XXXX,44.0,1,U,30,,,,0,99.0,9510,168080
XXXX,,1,C,18,,7.0,,0,15.0,9602,3703
XXXX,44.0,1,T,30,,6.0,8.0,0,37.0,9510,131200
XXXX,,2,U,18,,,,0,61.0,9603,172233
XXXX,62.0,2,T,18,,5.0,7.0,0,66.0,9601,69989
XXXX,77.0,2,S,18,,,,0,65.0,9602,157487
XXXX,,1,S,18,,,,0,52.0,9603,147549
XXXX,64.0,2,R,30,,5.0,0.0,6,65.0,9512,21857
XXXX,71.0,3,C,18,,2.0,,0,97.0,9603,96772
XXXX,56.0,2,R,30,1.0,4.0,,0,149.0,9512,99749
XXXX,30.0,2,R,18,,4.0,,0,135.0,9603,23304
XXXX,85.0,1,C,30,,6.0,9.0,0,115.0,9510,12674
XXXX,85.0,2,C,18,,2.0,3.0,4,15.0,9602,104870
XXXX,57.0,1,S,18,3.0,5.0,9.0,4,59.0,9601,68801
XXXX,57.0,2,R,30,,6.0,6.0,2,94.0,9504,182811
XXXX,88.0,1,C,18,,4.0,,0,163.0,9601,17747
XXXX,33.0,2,S,18,1.0,5.0,7.0,1,40.0,9602,89028
XXXX,50.0,2,R,18,,4.0,,0,148.0,9601,117858
XXXX,73.0,3,U,18,,1.0,,0,100.0,9602,67799
XXXX,50.0,3,S,30,,5.0,,0,20.0,9507,95772
XXXX,66.0,3,C,30,,1.0,1.0,14,141.0,9512,171526
XXXX,,1,C,30,,,,0,70.0,9508,36244
XXXX,51.0,3,R,30,,4.0,2.0,3,47.0,9510,57549
XXXX,30.0,2,C,18,2.0,2.0,,0,35.0,9603,19356
XXXX,43.0,1,T,30,,7.0,9.0,2,72.0,9506,60681
XXXX,47.0,1,S,30,,5.0,9.0,4,26.0,9511,62377
