STATE,TIMEDIFF,SESNEI,UCITY,AGE,MDMAUD,DOMAIN,CLUSTER,HOMEOWNR,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,RAMNTALL,LASTGIFT,LASTDATE,TIMELAG,AVGGIFT,CONTROLN
FL,18,2,C,78.0,XXXX,C2,29.0,H,,5.0,M,3.0,9,123.0,10.0,9512,3.0,6.4736842105,35146
WI,18,2,R,,XXXX,R2,45.0, ,,,F,,0,117.0,20.0,9512,8.0,11.7,80767
MN,22,2,T,73.0,XXXX,T2,38.0,U,,3.0,F,0.0,15,199.0,13.0,9508,4.0,7.96,85120
MI,16,3,C,,XXXX,C3,30.0, ,,,F,,0,131.0,8.0,9602,4.0,5.4583333333,73406
NC,19,2,R,,XXXX,R2,47.0,U,,2.0,M,,0,58.0,20.0,9511,4.0,11.6,17945
MI,18,2,T,47.0,XXXX,T2,39.0,H,,6.0,F,5.0,3,86.0,15.0,9512,3.0,12.285714286,70129
CA,17,1,S,44.0,XXXX,S1,13.0,H,1.0,7.0,M,,0,25.0,25.0,9601,,25.0,155093
CA,16,1,S,35.0,XXXX,S1,12.0,H,,7.0,M,7.0,2,533.0,50.0,9602,12.0,38.071428571,5122
SC,15,2,S,86.0,XXXX,S2,16.0,H,,5.0,M,,0,65.0,6.0,9603,12.0,9.2857142857,23553
CA,6,3,U,83.0,XXXX,U3,8.0,H,,4.0,F,2.0,0,323.0,10.0,9612,8.0,10.09375,6520
MI,18,1,S,50.0,XXXX,S1,13.0,H,1.0,7.0,M,9.0,35,60.0,25.0,9512,6.0,20.0,66462
IN,16,3,C,,XXXX,C3,33.0, ,,,F,,0,29.0,10.0,9602,2.0,9.6666666667,64205
NV,17,3,R,88.0,XXXX,R3,51.0,U,,5.0,F,9.0,7,32.0,17.0,9601,3.0,16.0,141467
SC,24,3,C,48.0,XXXX,C3,32.0,H,1.0,7.0,M,0.0,4,138.5,10.0,9506,4.0,5.7708333333,24567
CA,15,1,U,47.0,XXXX,U1,2.0,H,,5.0,F,6.0,8,52.0,10.0,9603,3.0,6.5,163964
MI,21,4,U,35.0,XXXX,U4,10.0, ,,,M,,0,105.0,10.0,9509,2.0,7.5,65272
TN,19,3,C,72.0,XXXX,C3,30.0, ,,,F,,0,85.0,10.0,9511,8.0,7.7272727273,51503
LA,9,2,U,81.0,XXXX,U2,5.0,H,,6.0,M,8.0,19,152.0,10.0,9609,4.0,7.6,186143
OK,16,3,C,71.0,XXXX,C3,30.0,U,,1.0,M,0.0,5,113.0,10.0,9602,13.0,7.0625,113366
AZ,17,3,U,,XXXX,U3,9.0, ,,,F,,0,65.0,15.0,9601,5.0,16.25,135835
TX,16,1,S,67.0,XXXX,S1,12.0,H,,5.0,M,9.0,2,56.0,10.0,9602,4.0,8.0,121826
CA,20,2,S,,XXXX,S2,19.0, ,,,M,,0,146.0,50.0,9510,13.0,29.2,144464
GA,17,3,R,61.0,XXXX,R3,51.0,U,,2.0,F,2.0,21,74.0,15.0,9601,0.0,9.25,30966
CA,17,1,R,93.0,XXXX,R1,42.0,H,,5.0,M,,0,95.0,17.0,9601,5.0,11.875,169979
TX,16,1,U,75.0,XXXX,U1,1.0,H,,6.0,F,3.0,24,108.0,15.0,9602,5.0,10.8,122248
CA,19,2,S,26.0,XXXX,S2,20.0,H,,5.0,F,6.0,3,108.0,12.0,9511,3.0,7.2,165585
CA,17,2,T,66.0,XXXX,T2,40.0,H,,5.0,F,3.0,8,173.5,16.0,9601,2.0,9.1315789474,169654
TN,18,2,T,,XXXX,T2,39.0,H,,2.0,U,4.0,1,157.0,11.0,9512,6.0,7.1363636364,51734
IL,21,3,U,81.0,XXXX,U3,8.0,H,,2.0,F,4.0,1,130.0,15.0,9509,6.0,10.833333333,94605
GA,17,2,S,,XXXX,S2,20.0,U,,1.0,U,,0,42.0,8.0,9601,3.0,8.4,28335
CA,17,1,T,76.0,XXXX,T1,34.0,H,2.0,7.0,F,,0,20.0,20.0,9601,,20.0,166969
GA,18,1,T,57.0,XXXX,T1,35.0,H,1.0,5.0,F,7.0,17,75.0,20.0,9512,4.0,15.0,27282
OK,15,1,S,,XXXX,S1,14.0, ,,,M,,0,202.0,15.0,9603,9.0,8.4166666667,190371
TN,15,1,T,,XXXX,T1,34.0,H,,6.0,F,9.0,0,15.0,15.0,9603,,15.0,18636
FL,16,2,T,76.0,XXXX,T2,37.0,H,,7.0,J,1.0,1,128.0,10.0,9602,5.0,9.1428571429,42534
LA,18,2,S,,XXXX,S2,18.0, ,,, ,,0,101.0,20.0,9512,2.0,12.625,187688
WA,20,2,R,47.0,XXXX,R2,49.0,H,,5.0,F,3.0,1,459.0,20.0,9510,8.0,17.0,183723
IL,23,3,U,56.0,XXXX,U3,9.0,U,,5.0,F,0.0,7,85.0,25.0,9507,4.0,21.25,94255
WI,18,2,R,,XXXX,R2,43.0, ,,,M,,0,181.0,5.0,9512,2.0,7.24,53203
TX,18,1,C,,XXXX,C1,22.0,U,,1.0,F,3.0,0,125.0,15.0,9512,2.0,11.363636364,128337
CA,26,2,S,47.0,XXXX,S2,16.0, ,,,F,,0,145.0,20.0,9504,6.0,16.111111111,152491
WA,19,3,C,77.0,XXXX,C3,30.0,H,,2.0,M,1.0,2,77.0,15.0,9511,16.0,8.5555555556,13800
KY,15,2,R,68.0,XXXX,R2,49.0,H,2.0,4.0,F,6.0,2,40.0,6.0,9603,8.0,8.0,57970
LA,18,1,U,82.0,XXXX,U1,2.0,H,,7.0,M,9.0,30,196.0,40.0,9512,15.0,14.0,108486
MI,18,1,S,52.0,XXXX,S1,15.0,H,,7.0,M,5.0,2,35.0,25.0,9512,23.0,17.5,71274
AL,22,2,R,30.0,XXXX,R2,43.0,H,1.0,6.0,M,6.0,0,40.0,20.0,9508,5.0,13.333333333,47843
NM,26,1,U,70.0,XXXX,U1,2.0, ,,,F,,0,46.0,20.0,9504,30.0,15.333333333,139562
LA,20,2,T,84.0,XXXX,T2,40.0, ,,,M,,0,417.0,11.0,9510,2.0,16.038461538,9190
MN,16,2,R,44.0,XXXX,R2,49.0,H,1.0,3.0,U,,0,93.0,10.0,9602,2.0,11.625,83374
MS,21,2,R,58.0,XXXX,R2,47.0,H,,5.0,M,,0,99.0,18.0,9509,3.0,12.375,54466
NE,18,2,T,80.0,XXXX,T2,36.0,U,,1.0,F,3.0,21,95.0,15.0,9512,11.0,6.3333333333,107141
AL,20,3,C,64.0,XXXX,C3,32.0,H,,2.0,F,,0,92.0,20.0,9510,5.0,13.142857143,46850
FL,18,1,S,29.0,XXXX,S1,11.0,H,,7.0,M,9.0,3,26.0,20.0,9512,14.0,13.0,36560
GA,26,2,R,46.0,XXXX,R2,46.0,U,,1.0,F,,0,26.0,20.0,9504,18.0,13.0,31497
FL,17,2,R,77.0,XXXX,R2,44.0,H,,1.0,M,6.0,2,115.0,5.0,9601,7.0,4.7916666667,35024
FL,18,2,T,76.0,XXXX,T2,36.0,H,,4.0,M,3.0,4,203.0,25.0,9512,8.0,14.5,44301
IL,20,2,T,47.0,XXXX,T2,36.0,H,,6.0,F,4.0,10,140.0,9.0,9510,5.0,8.2352941176,95446
OR,18,2,S,,XXXX,S2,17.0, ,,,M,,0,173.1,12.0,9512,4.0,9.1105263158,2209
LA,17,1,T,46.0,XXXX,T1,34.0,U,,6.0,F,,0,20.0,20.0,9601,,20.0,108984
MI,18,4,U,71.0,XXXX,U4,10.0,U,,1.0,M,,0,142.0,10.0,9512,8.0,8.875,67862
IL,18,2,R,,XXXX,R2,45.0,U,,1.0,F,1.0,0,47.0,15.0,9512,7.0,11.75,96211
MI,16,2,S,,XXXX,S2,17.0, ,,,F,,0,70.0,5.0,9602,4.0,2.5925925926,69812
MI,24,3,S,88.0,XXXX,S3,21.0,U,,2.0,F,,0,153.0,10.0,9506,2.0,12.75,73819
MI,25,2,C,,XXXX,C2,25.0, ,,,M,,0,44.0,17.0,9505,13.0,11.0,189746
SC,15,3,C,64.0,XXXX,C3,31.0,H,,3.0,F,,0,170.0,25.0,9603,10.0,21.25,24373
LA,18,2,U,60.0,XXXX,U2,5.0,H,1.0,5.0,F,7.0,5,81.5,8.0,9512,13.0,4.5277777778,107893
MI,16,2,S,69.0,XXXX,S2,18.0,H,4.0,5.0,M,7.0,6,57.0,3.0,9602,9.0,3.0,64886
RI,23,1,U,96.0,XXXX,U1,1.0,U,,5.0,F,7.0,25,83.0,15.0,9507,4.0,8.3,163495
TN,23,2,S,,XXXX,S2,20.0, ,,, ,,0,40.0,20.0,9507,5.0,20.0,53336
MI,15,1,S,29.0,XXXX,S1,12.0,H,1.0,4.0,F,9.0,1,15.0,15.0,9603,,15.0,65155
OR,18,2,U,,XXXX,U2,4.0, ,,,F,,0,85.0,10.0,9512,5.0,8.5,175929
NC,9,2,R,69.0,XXXX,R2,49.0,H,,5.0,M,2.0,1,159.0,10.0,9609,6.0,11.357142857,185799
CA,17,3,C,,XXXX,C3,31.0, ,,,M,,0,20.0,20.0,9601,,20.0,157371
CA,18,3,U,,XXXX,U3,8.0, ,,,J,,0,97.5,21.0,9512,8.0,12.1875,151803
IL,15,3,T,39.0,XXXX,T3,41.0,U,,4.0,M,2.0,10,121.0,5.0,9603,13.0,5.0416666667,98598
IL,15,4,U,78.0,XXXX,U4,10.0,H,,1.0,F,0.0,10,132.0,10.0,9603,1.0,7.7647058824,94120
GA,15,2,T,55.0,XXXX,T2,36.0,H,,4.0,M,4.0,6,42.0,20.0,9603,6.0,14.0,26478
CO,26,1,U,45.0,XXXX,U1,1.0,H,,4.0,F,4.0,3,56.0,20.0,9504,10.0,14.0,130146
AL,18,3,C,56.0,XXXX,C3,32.0,H,,1.0,M,0.0,3,65.0,9.0,9512,6.0,4.6428571429,47536
SC,17,1,T,42.0,XXXX,T1,35.0,H,,7.0,F,9.0,3,45.0,25.0,9601,4.0,22.5,22481
CA,18,1,S,48.0,XXXX,S1,13.0,H,,6.0,M,,0,56.0,5.0,9512,4.0,4.6666666667,162197
TN,15,2,S,60.0,XXXX,S2,18.0,H,,4.0,F,,0,203.0,203.0,9603,,203.0,53479
IN,15,2,R,,XXXX,R2,49.0,U,,2.0,F,6.0,8,101.0,20.0,9603,6.0,16.833333333,63416
MI,18,4,U,45.0,XXXX,U4,10.0,H,,6.0,F,,0,42.0,20.0,9512,11.0,14.0,67753
CA,17,1,U,62.0,XXXX,U1,1.0,H,,4.0,F,6.0,13,129.0,15.0,9601,20.0,7.5882352941,163508
AL,19,2,R,44.0,XXXX,R2,49.0,H,,5.0,F,,0,47.0,17.0,9511,6.0,15.666666667,47701
CA,21,1,U,64.0,XXXX,U1,2.0,H,,3.0,M,8.0,0,62.0,25.0,9509,1.0,12.4,168436
CA,18,3,U,53.0,XXXX,U3,8.0,H,,4.0,F,4.0,0,49.0,25.0,9512,22.0,16.333333333,147194
MI,10,,,48.0,XXXX, ,,H,,5.0,M,8.0,2,110.0,20.0,9608,13.0,18.333333333,13570
IL,20,2,T,48.0,XXXX,T2,40.0,H,,6.0,F,6.0,5,30.0,15.0,9510,6.0,10.0,97343
TX,18,1,T,73.0,XXXX,T1,35.0,H,1.0,5.0,F,,0,149.0,15.0,9512,13.0,9.3125,126699
CA,26,1,U,,XXXX,U1,3.0,U,,5.0,M,2.0,1,58.0,18.0,9504,9.0,19.333333333,163645
SC,25,1,T,57.0,XXXX,T1,35.0, ,,,F,,0,86.0,15.0,9505,10.0,12.285714286,23222
FL,23,3,U,,XXXX,U3,8.0,H,1.0,3.0,M,5.0,1,129.0,11.0,9507,2.0,8.6,189624
WI,19,2,R,63.0,XXXX,R2,49.0,H,,4.0,F,3.0,0,51.0,25.0,9511,5.0,12.75,81825
CA,20,4,U,52.0,XXXX,U4,10.0,H,1.0,4.0,F,2.0,7,40.0,20.0,9510,4.0,20.0,146556
CA,18,2,S,,XXXX,S2,17.0,H,1.0,4.0,M,,0,29.0,20.0,9512,2.0,7.25,151400
FL,16,2,R,82.0,XXXX,R2,48.0,H,,7.0,M,,0,25.0,25.0,9602,,25.0,46186
CA,22,1,S,84.0,XXXX,S1,13.0, ,,,F,,0,128.0,15.0,9508,3.0,11.636363636,162549
MI,18,2,R,86.0,XXXX,R2,49.0,H,,5.0,M,4.0,2,91.0,12.0,9512,4.0,5.6875,73552
TN,20,1,T,48.0,XXXX,T1,35.0,H,1.0,7.0,J,9.0,3,169.0,5.0,9510,4.0,8.0476190476,51694
IA,15,2,C,43.0,XXXX,C2,27.0,H,,5.0,F,6.0,0,49.0,12.0,9603,11.0,8.1666666667,75184
AZ,18,2,U,,XXXX,U2,6.0, ,,,M,,0,57.0,17.0,9512,10.0,14.25,173548
TX,15,2,T,,XXXX,T2,36.0,H,,6.0,M,,0,136.0,16.0,9603,6.0,11.333333333,117752
TX,16,4,U,,XXXX,U4,10.0, ,,,F,,0,25.0,15.0,9602,0.0,12.5,116941
AZ,20,2,R,39.0,XXXX,R2,46.0,H,1.0,2.0,M,4.0,1,15.0,15.0,9510,,15.0,138400
MN,16,2,S,67.0,XXXX,S2,16.0,H,,5.0,M,5.0,2,75.25,8.0,9602,4.0,4.1805555556,82380
CA,17,1,T,49.0,XXXX,T1,35.0,H,,4.0,F,9.0,2,91.0,15.0,9601,2.0,13.0,164046
AR,25,2,T,,XXXX,T2,39.0, ,,,F,,0,70.0,24.0,9505,11.0,14.0,111202
TX,25,1,S,87.0,XXXX,S1,12.0,H,,6.0,F,8.0,11,338.0,21.0,9505,4.0,14.695652174,116585
IN,16,2,S,76.0,XXXX,S2,20.0,H,,1.0,F,,0,91.0,20.0,9602,2.0,13.0,60078
MO,25,2,R,67.0,XXXX,R2,49.0,H,,2.0,F,,0,81.0,20.0,9505,5.0,9.0,101983
MS,21,2,T,44.0,XXXX,T2,36.0,H,2.0,4.0,F,2.0,3,104.0,10.0,9509,24.0,8.6666666667,55618
CA,5,1,U,62.0,XXXX,U1,2.0,H,,5.0,M,,0,622.0,35.0,9701,6.0,20.064516129,11977
CA,20,2,C,57.0,XXXX,C2,25.0,H,,6.0,F,,0,112.0,16.0,9510,12.0,12.444444444,164562
FL,17,3,C,77.0,XXXX,C3,32.0,H,,6.0,F,0.0,0,138.0,10.0,9601,3.0,8.625,39493
WA,17,2,T,51.0,XXXX,T2,40.0,U,,1.0,F,,0,112.0,5.0,9601,5.0,4.48,180554
TX,17,3,C,94.0,XXXX,C3,31.0,H,,4.0,M,1.0,23,147.0,15.0,9601,12.0,14.7,167653
TN,22,2,R,74.0,XXXX,R2,45.0, ,,2.0,F,,0,121.0,20.0,9508,13.0,11.0,189478
IN,20,2,T,62.0,XXXX,T2,39.0,U,,2.0,F,4.0,0,139.0,10.0,9510,5.0,9.9285714286,59585
ID,15,2,T,82.0,XXXX,T2,40.0,H,1.0,5.0,M,9.0,8,252.0,4.0,9603,13.0,8.6896551724,133473
CO,22,2,S,50.0,XXXX,S2,18.0,H,,4.0,F,6.0,7,137.0,6.0,9508,4.0,5.0740740741,129058
NE,18,2,R,74.0,XXXX,R2,45.0,U,,2.0,M,2.0,0,126.0,25.0,9512,4.0,12.6,107760
IN,19,2,T,,XXXX,T2,40.0,U,,3.0,M,7.0,0,20.0,5.0,9511,2.0,6.6666666667,59391
NC,17,1,T,55.0,XXXX,T1,35.0,H,,5.0,F,9.0,20,79.0,5.0,9601,3.0,7.9,19762
OR,18,2,C,,XXXX,C2,27.0, ,,, ,,0,78.0,20.0,9512,2.0,9.75,177135
ND,17,,,72.0,XXXX, ,,H,,2.0,M,5.0,1,234.0,30.0,9601,2.0,19.5,7038
LA,18,2,R,44.0,XXXX,R2,43.0,H,1.0,7.0,F,,0,65.0,25.0,9512,7.0,21.666666667,191308
FL,24,2,U,59.0,XXXX,U2,6.0,H,,4.0,F,7.0,1,104.0,18.0,9506,9.0,14.857142857,38403
CO,18,4,U,,XXXX,U4,10.0, ,,,M,,0,30.0,20.0,9512,12.0,15.0,129932
MI,4,1,T,38.0,XXXX,T1,35.0,U,,4.0,F,8.0,2,154.0,25.0,9702,13.0,14.0,186631
AZ,22,3,S,49.0,XXXX,S3,21.0, ,,,M,,0,156.0,20.0,9508,9.0,17.333333333,138226
FL,16,3,C,72.0,XXXX,C3,33.0,H,,2.0,F,3.0,8,55.0,10.0,9602,7.0,9.1666666667,45479
AL,18,2,S,39.0,XXXX,S2,17.0,U,,6.0,F,5.0,0,29.0,7.0,9512,7.0,5.8,49774
WA,18,1,R,,XXXX,R1,42.0, ,,,F,,0,20.0,15.0,9512,15.0,10.0,180927
OK,26,2,T,75.0,XXXX,T2,36.0, ,,,F,,0,52.0,15.0,9504,11.0,7.4285714286,114397
FL,19,,,48.0,XXXX, ,,H,,5.0,F,0.0,4,50.0,25.0,9511,9.0,16.666666667,13469
MS,20,1,T,,XXXX,T1,35.0,H,,7.0,M,,0,25.0,25.0,9510,,25.0,55082
CA,25,2,U,27.0,XXXX,U2,6.0,H,1.0,3.0,F,4.0,0,119.0,10.0,9505,4.0,9.1538461538,163096
MI,17,1,S,79.0,XXXX,S1,11.0,H,,5.0,M,9.0,12,265.0,50.0,9601,18.0,22.083333333,69103
CA,24,2,U,46.0,XXXX,U2,6.0,U,,4.0,F,,0,26.0,16.0,9506,8.0,13.0,145764
CA,17,1,U,82.0,XXXX,U1,2.0,H,,6.0,M,7.0,16,50.0,12.0,9601,6.0,12.5,148739
KY,25,3,R,78.0,XXXX,R3,51.0,U,,2.0,M,2.0,0,50.0,15.0,9505,9.0,5.5555555556,57218
CA,26,2,C,,XXXX,C2,27.0, ,,,F,,0,870.0,25.0,9504,11.0,20.23255814,14610
WA,18,2,R,,XXXX,R2,44.0, ,,,M,,0,25.0,15.0,9512,8.0,12.5,183825
AR,18,2,R,44.0,XXXX,R2,45.0,H,1.0,4.0,F,,0,39.0,7.0,9512,5.0,5.5714285714,111976
NM,15,3,R,,XXXX,R3,51.0,H,2.0,2.0,F,,0,67.5,5.0,9603,3.0,5.625,129548
TX,24,2,R,23.0,XXXX,R2,45.0,U,1.0,3.0,M,,0,114.0,12.0,9506,9.0,11.4,120086
SC,21,1,T,72.0,XXXX,T1,34.0,U,,2.0,M,9.0,4,328.0,35.0,9509,6.0,13.666666667,25250
CA,17,3,U,,XXXX,U3,8.0, ,,,F,,0,198.0,15.0,9601,8.0,13.2,161577
CA,15,1,C,42.0,XXXX,C1,24.0,H,,5.0,F,5.0,9,224.0,10.0,9603,6.0,7.724137931,161398
MI,12,2,R,32.0,XXXX,R2,43.0,H,,5.0,F,7.0,2,150.0,50.0,9606,7.0,75.0,14514
FL,17,2,C,81.0,XXXX,C2,28.0,H,,4.0,M,6.0,22,15.0,15.0,9601,,15.0,43560
TX,23,3,U,82.0,XXXX,U3,9.0,U,,5.0,M,2.0,6,25.0,25.0,9507,,25.0,116884
IA,26,2,C,82.0,XXXX,C2,26.0, ,,,F,,0,99.0,20.0,9504,15.0,11.0,76182
MI,23,2,R,,XXXX,R2,44.0,H,2.0,4.0,F,,0,40.0,10.0,9507,7.0,13.333333333,67364
IL,18,2,C,72.0,XXXX,C2,27.0,H,,1.0,F,1.0,1,423.0,25.0,9512,6.0,13.21875,14585
MO,17,2,R,38.0,XXXX,R2,49.0,U,,4.0,F,,0,50.0,15.0,9601,9.0,12.5,99373
TN,21,2,S,44.0,XXXX,S2,20.0,H,1.0,2.0,M,6.0,0,15.0,15.0,9509,,15.0,51216
KY,17,1,C,,XXXX,C1,22.0, ,,,M,,0,25.0,25.0,9601,,25.0,57379
FL,16,2,C,81.0,XXXX,C2,25.0,H,,4.0,F,2.0,2,40.0,20.0,9602,5.0,20.0,35367
IN,24,2,T,51.0,XXXX,T2,40.0,H,1.0,5.0,F,7.0,1,191.0,11.0,9506,6.0,9.55,60763
FL,16,2,C,82.0,XXXX,C2,29.0,H,,2.0,U,,0,206.0,10.0,9602,14.0,9.8095238095,44760
FL,24,2,C,74.0,XXXX,C2,26.0,H,,4.0,M,6.0,8,95.0,15.0,9506,1.0,11.875,40314
WI,18,1,C,40.0,XXXX,C1,24.0,H,2.0,7.0,F,,0,86.0,10.0,9512,5.0,9.5555555556,81266
LA,15,2,T,,XXXX,T2,36.0,U,2.0,5.0,F,,0,64.0,8.0,9603,8.0,5.8181818182,109122
CA,18,1,U,63.0,XXXX,U1,3.0,H,,5.0,M,6.0,0,111.0,10.0,9512,5.0,6.9375,164639
WA,18,1,S,54.0,XXXX,S1,14.0,H,,7.0,F,9.0,5,102.0,10.0,9512,9.0,10.2,178328
NC,23,2,C,74.0,XXXX,C2,28.0,U,,6.0,M,7.0,4,20.0,15.0,9507,6.0,10.0,22214
MO,16,2,T,58.0,XXXX,T2,39.0,U,1.0,2.0,M,6.0,3,50.0,30.0,9602,19.0,25.0,99780
TX,20,1,T,46.0,XXXX,T1,34.0,H,1.0,5.0,F,,0,15.0,15.0,9510,,15.0,118496
IL,18,3,U,82.0,XXXX,U3,9.0,U,,1.0,M,2.0,2,188.0,11.0,9512,3.0,7.52,10355
TX,19,2,R,50.0,XXXX,R2,43.0,H,1.0,3.0,F,,0,25.0,20.0,9511,9.0,12.5,122633
CA,18,,,44.0,XXXX, ,,H,4.0,4.0,F,8.0,2,270.0,24.0,9512,3.0,11.25,6738
OR,18,2,T,42.0,XXXX,T2,40.0,H,1.0,7.0,F,4.0,6,60.0,20.0,9512,10.0,20.0,177498
WA,5,3,C,90.0,XXXX,C3,31.0,U,,1.0,F,0.0,14,215.0,10.0,9701,13.0,8.2692307692,4039
GA,19,3,C,54.0,XXXX,C3,32.0,H,,4.0,M,1.0,1,86.0,17.0,9511,8.0,10.75,25648
FL,18,3,U,78.0,XXXX,U3,9.0, ,,,F,,0,166.0,20.0,9512,3.0,15.090909091,14599
WA,18,2,S,68.0,XXXX,S2,18.0,H,,5.0,M,7.0,1,266.0,25.0,9512,14.0,20.461538462,180165
CA,18,2,U,,XXXX,U2,4.0, ,,, ,,0,113.0,10.0,9512,9.0,5.380952381,145147
IL,16,3,S,57.0,XXXX,S3,21.0,H,,4.0,F,4.0,1,88.0,10.0,9602,7.0,6.7692307692,95782
AL,20,2,T,50.0,XXXX,T2,40.0,H,,5.0,M,8.0,10,79.0,7.0,9510,5.0,4.3888888889,48289
MN,18,2,T,32.0,XXXX,T2,40.0,H,,5.0,F,,0,25.0,20.0,9512,14.0,12.5,82087
NV,16,2,S,54.0,XXXX,S2,18.0,H,1.0,5.0,M,7.0,8,20.0,20.0,9602,,20.0,142073
TX,18,2,T,57.0,XXXX,T2,40.0,H,,6.0,M,7.0,4,165.0,25.0,9512,17.0,20.625,123564
AZ,24,2,T,67.0,XXXX,T2,38.0, ,,,F,,0,95.0,9.0,9506,4.0,7.9166666667,139078
GA,21,3,R,,XXXX,R3,50.0,U,,2.0,F,2.0,0,25.0,20.0,9509,7.0,12.5,31286
SC,18,2,R,38.0,XXXX,R2,47.0,H,2.0,2.0,F,6.0,3,38.0,12.0,9512,7.0,12.666666667,23892
CA,16,1,S,83.0,XXXX,S1,13.0,H,,4.0,M,9.0,2,101.0,15.0,9602,9.0,10.1,167770
NC,20,3,R,80.0,XXXX,R3,51.0, ,,,F,,0,108.0,15.0,9510,1.0,9.8181818182,19296
NC,26,1,C,74.0,XXXX,C1,24.0,H,,5.0,M,,0,56.0,30.0,9504,7.0,18.666666667,18292
AP,15,1,T,28.0,XXXX,T1,34.0,H,,5.0,F,,0,144.0,10.0,9603,3.0,14.4,140404
GA,23,1,S,30.0,XXXX,S1,14.0,H,,6.0,M,,0,126.0,15.0,9507,17.0,14.0,26109
MI,27,3,U,,XXXX,U3,8.0,H,,5.0,F,7.0,32,85.0,16.0,9503,8.0,9.4444444444,65927
TX,26,2,U,40.0,XXXX,U2,6.0,H,,4.0,F,,0,173.0,11.0,9504,3.0,9.6111111111,38382
NV,15,1,C,80.0,XXXX,C1,24.0,H,,4.0,M,7.0,3,71.0,15.0,9603,2.0,11.833333333,141697
AZ,17,4,U,75.0,XXXX,U4,10.0,H,,2.0,M,5.0,2,15.0,15.0,9601,,15.0,135234
MI,16,,,74.0,XXXX, ,,H,,1.0,F,,0,15.0,15.0,9602,,15.0,67251
IL,18,3,U,62.0,XXXX,U3,8.0,U,,3.0,F,4.0,1,64.0,20.0,9512,8.0,9.1428571429,93253
FL,24,4,U,85.0,XXXX,U4,10.0,H,,5.0,F,1.0,22,237.0,17.0,9506,2.0,9.875,41895
GA,21,3,R,,XXXX,R3,51.0, ,,,M,,0,20.0,20.0,9509,,20.0,28784
CA,25,1,S,81.0,XXXX,S1,13.0,H,,6.0,F,9.0,0,82.0,15.0,9505,3.0,10.25,7667
MO,16,3,R,73.0,XXXX,R3,53.0,U,,1.0,F,,0,129.95,15.0,9602,15.0,11.813636364,104051
CO,17,1,S,88.0,XXXX,S1,11.0,H,,2.0,M,,0,95.0,10.0,9601,12.0,8.6363636364,11626
KY,16,1,C,32.0,XXXX,C1,22.0,H,,4.0,F,,0,25.0,25.0,9602,,25.0,57378
TX,18,3,S,,XXXX,S3,21.0,H,,2.0,F,4.0,0,108.0,8.0,9512,6.0,6.3529411765,123882
MS,23,2,T,61.0,XXXX,T2,38.0,H,,2.0,F,5.0,16,30.0,15.0,9507,10.0,15.0,55835
WA,21,2,T,75.0,XXXX,T2,40.0,U,,7.0,M,8.0,38,106.0,10.0,9509,12.0,7.0666666667,181090
TX,20,2,U,,XXXX,U2,4.0, ,,,M,,0,15.0,15.0,9510,,15.0,117347
MS,21,1,C,60.0,XXXX,C1,23.0,U,,5.0,M,9.0,2,45.0,15.0,9509,2.0,11.25,55757
TX,18,1,S,64.0,XXXX,S1,13.0,H,,5.0,M,9.0,0,67.0,13.0,9512,11.0,8.375,127441
MN,15,2,R,77.0,XXXX,R2,45.0,H,,3.0,M,2.0,0,142.0,11.0,9603,5.0,6.1739130435,85040
TN,17,3,C,43.0,XXXX,C3,30.0,H,,2.0,M,,0,158.0,14.0,9601,5.0,10.533333333,53559
AL,26,2,R,52.0,XXXX,R2,44.0,H,,5.0,M,,0,197.0,20.0,9504,3.0,9.85,49574
MI,18,3,C,80.0,XXXX,C3,30.0,U,,1.0,M,0.0,0,75.0,5.0,9512,2.0,4.1666666667,70728
IL,25,2,U,36.0,XXXX,U2,7.0,U,,4.0,F,,0,40.0,15.0,9505,10.0,10.0,93480
MO,15,1,S,76.0,XXXX,S1,11.0,H,,5.0,M,8.0,5,50.0,7.0,9603,5.0,4.5454545455,100840
IN,16,2,R,,XXXX,R2,45.0,H,,2.0,F,3.0,1,45.0,10.0,9602,2.0,9.0,62527
WI,19,2,T,53.0,XXXX,T2,40.0,U,,7.0,M,8.0,0,77.0,16.0,9511,10.0,7.7,77965
NE,16,2,T,,XXXX,T2,36.0,U,,2.0,M,4.0,15,544.0,10.0,9602,4.0,9.8909090909,4586
MO,24,2,C,36.0,XXXX,C2,25.0,U,2.0,5.0,F,,0,120.0,20.0,9506,2.0,12.0,10596
NC,22,2,C,71.0,XXXX,C2,28.0,H,2.0,6.0,F,5.0,13,177.0,10.0,9508,5.0,5.7096774194,15850
AR,16,2,T,46.0,XXXX,T2,36.0,H,,3.0,F,8.0,10,108.0,15.0,9602,14.0,15.428571429,11705
FL,24,3,S,72.0,XXXX,S3,21.0,H,,3.0,F,4.0,2,119.0,11.0,9506,14.0,8.5,39242
AZ,16,2,R,70.0,XXXX,R2,45.0,U,,4.0,M,,0,70.0,5.0,9602,7.0,5.0,138754
CA,16,2,U,68.0,XXXX,U2,5.0,H,,5.0,F,3.0,15,213.0,30.0,9602,9.0,21.3,170784
TX,15,2,S,44.0,XXXX,S2,16.0,U,,4.0,F,6.0,0,147.0,15.0,9603,8.0,16.333333333,117398
CA,18,1,R,36.0,XXXX,R1,42.0,U,,5.0,M,5.0,0,53.0,7.0,9512,7.0,10.6,169662
